,date,team,opponent,venue,time,pf,pa,result
1014,2025-01-04,Atlanta Hawks,Los Angeles Clippers,Away,22:30,105,131,L
1015,2025-01-04,Brooklyn Nets,Philadelphia 76ers,Home,18:00,94,123,L
1016,2025-01-04,Chicago Bulls,New York Knicks,Home,20:00,139,126,W
1017,2025-01-04,Denver Nuggets,San Antonio Spurs,Away,20:00,122,111,W
1018,2025-01-04,Detroit Pistons,Minnesota Timberwolves,Home,19:00,119,105,W
1019,2025-01-04,Golden State Warriors,Memphis Grizzlies,Home,20:30,121,113,W
1020,2025-01-04,Indiana Pacers,Phoenix Suns,Home,19:00,126,108,W
1021,2025-01-04,Los Angeles Clippers,Atlanta Hawks,Home,22:30,131,105,W
1022,2025-01-04,Memphis Grizzlies,Golden State Warriors,Away,20:30,113,121,L
1023,2025-01-04,Miami Heat,Utah Jazz,Home,20:00,100,136,L
1024,2025-01-04,Milwaukee Bucks,Portland Trail Blazers,Home,20:00,102,105,L
1025,2025-01-04,Minnesota Timberwolves,Detroit Pistons,Away,19:00,105,119,L
1026,2025-01-04,New York Knicks,Chicago Bulls,Away,20:00,126,139,L
1027,2025-01-04,Philadelphia 76ers,Brooklyn Nets,Away,18:00,123,94,W
1028,2025-01-04,Phoenix Suns,Indiana Pacers,Away,19:00,108,126,L
1029,2025-01-04,Portland Trail Blazers,Milwaukee Bucks,Away,20:00,105,102,W
1030,2025-01-04,San Antonio Spurs,Denver Nuggets,Home,20:00,111,122,L
1031,2025-01-04,Utah Jazz,Miami Heat,Away,20:00,136,100,W
1032,2025-01-05,Boston Celtics,Oklahoma City Thunder,Away,15:30,92,105,L
1033,2025-01-05,Charlotte Hornets,Cleveland Cavaliers,Away,18:00,105,115,L
1034,2025-01-05,Cleveland Cavaliers,Charlotte Hornets,Home,18:00,115,105,W
1035,2025-01-05,Golden State Warriors,Sacramento Kings,Home,20:30,99,129,L
1036,2025-01-05,Houston Rockets,Los Angeles Lakers,Home,19:00,119,115,W
1037,2025-01-05,Los Angeles Lakers,Houston Rockets,Away,19:00,115,119,L
1038,2025-01-05,New Orleans Pelicans,Washington Wizards,Away,18:00,110,98,W
1039,2025-01-05,Oklahoma City Thunder,Boston Celtics,Home,15:30,105,92,W
1040,2025-01-05,Orlando Magic,Utah Jazz,Home,18:30,92,105,L
1041,2025-01-05,Sacramento Kings,Golden State Warriors,Away,20:30,129,99,W
1042,2025-01-05,Utah Jazz,Orlando Magic,Away,18:30,105,92,W
1043,2025-01-05,Washington Wizards,New Orleans Pelicans,Home,18:00,98,110,L
1044,2025-01-06,Brooklyn Nets,Indiana Pacers,Home,19:30,99,113,L
1045,2025-01-06,Chicago Bulls,San Antonio Spurs,Home,20:00,114,110,W
1046,2025-01-06,Dallas Mavericks,Memphis Grizzlies,Away,20:00,104,119,L
1047,2025-01-06,Detroit Pistons,Portland Trail Blazers,Home,19:00,118,115,W
1048,2025-01-06,Indiana Pacers,Brooklyn Nets,Away,19:30,113,99,W
1049,2025-01-06,Los Angeles Clippers,Minnesota Timberwolves,Away,20:00,106,108,L
1050,2025-01-06,Memphis Grizzlies,Dallas Mavericks,Home,20:00,119,104,W
1051,2025-01-06,Miami Heat,Sacramento Kings,Away,22:00,118,123,L
1052,2025-01-06,Milwaukee Bucks,Toronto Raptors,Away,19:30,128,104,W
1053,2025-01-06,Minnesota Timberwolves,Los Angeles Clippers,Home,20:00,108,106,W
1054,2025-01-06,New York Knicks,Orlando Magic,Home,19:30,94,103,L
1055,2025-01-06,Orlando Magic,New York Knicks,Away,19:30,103,94,W
1056,2025-01-06,Philadelphia 76ers,Phoenix Suns,Home,19:00,99,109,L
1057,2025-01-06,Phoenix Suns,Philadelphia 76ers,Away,19:00,109,99,W
1058,2025-01-06,Portland Trail Blazers,Detroit Pistons,Away,19:00,115,118,L
1059,2025-01-06,Sacramento Kings,Miami Heat,Home,22:00,123,118,W
1060,2025-01-06,San Antonio Spurs,Chicago Bulls,Away,20:00,110,114,L
1061,2025-01-06,Toronto Raptors,Milwaukee Bucks,Home,19:30,104,128,L
1062,2025-01-07,Atlanta Hawks,Utah Jazz,Away,21:00,124,121,W
1063,2025-01-07,Boston Celtics,Denver Nuggets,Away,22:00,118,106,W
1064,2025-01-07,Charlotte Hornets,Phoenix Suns,Home,19:00,115,104,W
1065,2025-01-07,Dallas Mavericks,Los Angeles Lakers,Home,19:30,118,97,W
1066,2025-01-07,Denver Nuggets,Boston Celtics,Home,22:00,106,118,L
1067,2025-01-07,Golden State Warriors,Miami Heat,Home,22:00,98,114,L
1068,2025-01-07,Houston Rockets,Washington Wizards,Away,19:00,135,112,W
1069,2025-01-07,Los Angeles Lakers,Dallas Mavericks,Away,19:30,97,118,L
1070,2025-01-07,Miami Heat,Golden State Warriors,Away,22:00,114,98,W
1071,2025-01-07,Minnesota Timberwolves,New Orleans Pelicans,Away,20:00,104,97,W
1072,2025-01-07,New Orleans Pelicans,Minnesota Timberwolves,Home,20:00,97,104,L
1073,2025-01-07,Phoenix Suns,Charlotte Hornets,Away,19:00,104,115,L
1074,2025-01-07,Utah Jazz,Atlanta Hawks,Home,21:00,121,124,L
1075,2025-01-07,Washington Wizards,Houston Rockets,Home,19:00,112,135,L
1076,2025-01-08,Brooklyn Nets,Detroit Pistons,Home,19:30,98,113,L
1077,2025-01-08,Chicago Bulls,Indiana Pacers,Away,19:00,113,129,L
1078,2025-01-08,Cleveland Cavaliers,Oklahoma City Thunder,Home,19:00,129,122,W
1079,2025-01-08,Denver Nuggets,Los Angeles Clippers,Home,21:00,126,103,W
1080,2025-01-08,Detroit Pistons,Brooklyn Nets,Away,19:30,113,98,W
1081,2025-01-08,Indiana Pacers,Chicago Bulls,Home,19:00,129,113,W
1082,2025-01-08,Los Angeles Clippers,Denver Nuggets,Away,21:00,103,126,L
1083,2025-01-08,Milwaukee Bucks,San Antonio Spurs,Home,21:30,121,105,W
1084,2025-01-08,New Orleans Pelicans,Portland Trail Blazers,Home,20:00,100,119,L
1085,2025-01-08,New York Knicks,Toronto Raptors,Home,19:30,112,98,W
1086,2025-01-08,Oklahoma City Thunder,Cleveland Cavaliers,Away,19:00,122,129,L
1087,2025-01-08,Philadelphia 76ers,Washington Wizards,Home,19:00,109,103,W
1088,2025-01-08,Portland Trail Blazers,New Orleans Pelicans,Away,20:00,119,100,W
1089,2025-01-08,San Antonio Spurs,Milwaukee Bucks,Away,21:30,105,121,L
1090,2025-01-08,Toronto Raptors,New York Knicks,Away,19:30,98,112,L
1091,2025-01-08,Washington Wizards,Philadelphia 76ers,Away,19:00,103,109,L
1092,2025-01-09,Atlanta Hawks,Phoenix Suns,Away,21:00,115,123,L
1093,2025-01-09,Cleveland Cavaliers,Toronto Raptors,Home,19:00,132,126,W
1094,2025-01-09,Dallas Mavericks,Portland Trail Blazers,Home,19:30,117,111,W
1095,2025-01-09,Detroit Pistons,Golden State Warriors,Home,19:00,104,107,L
1096,2025-01-09,Golden State Warriors,Detroit Pistons,Away,19:00,107,104,W
1097,2025-01-09,Houston Rockets,Memphis Grizzlies,Away,20:00,119,115,W
1098,2025-01-09,Memphis Grizzlies,Houston Rockets,Home,20:00,115,119,L
1099,2025-01-09,Miami Heat,Utah Jazz,Away,21:00,97,92,W
1100,2025-01-09,Minnesota Timberwolves,Orlando Magic,Away,19:00,104,89,W
1101,2025-01-09,Orlando Magic,Minnesota Timberwolves,Home,19:00,89,104,L
1102,2025-01-09,Phoenix Suns,Atlanta Hawks,Home,21:00,123,115,W
1103,2025-01-09,Portland Trail Blazers,Dallas Mavericks,Away,19:30,111,117,L
1104,2025-01-09,Toronto Raptors,Cleveland Cavaliers,Away,19:00,126,132,L
1105,2025-01-09,Utah Jazz,Miami Heat,Home,21:00,92,97,L
1106,2025-01-10,Boston Celtics,Sacramento Kings,Home,19:30,97,114,L
1107,2025-01-10,Brooklyn Nets,Denver Nuggets,Away,21:00,105,124,L
1108,2025-01-10,Chicago Bulls,Washington Wizards,Home,20:00,138,105,W
1109,2025-01-10,Denver Nuggets,Brooklyn Nets,Home,21:00,124,105,W
1110,2025-01-10,Golden State Warriors,Indiana Pacers,Away,19:00,96,108,L
1111,2025-01-10,Indiana Pacers,Golden State Warriors,Home,19:00,108,96,W
1112,2025-01-10,Milwaukee Bucks,Orlando Magic,Away,19:00,109,106,W
1113,2025-01-10,New Orleans Pelicans,Philadelphia 76ers,Away,19:00,123,115,W
1114,2025-01-10,New York Knicks,Oklahoma City Thunder,Home,19:30,101,126,L
1115,2025-01-10,Oklahoma City Thunder,New York Knicks,Away,19:30,126,101,W
1116,2025-01-10,Orlando Magic,Milwaukee Bucks,Home,19:00,106,109,L
1117,2025-01-10,Philadelphia 76ers,New Orleans Pelicans,Home,19:00,115,123,L
1118,2025-01-10,Sacramento Kings,Boston Celtics,Away,19:30,114,97,W
1119,2025-01-10,Washington Wizards,Chicago Bulls,Away,20:00,105,138,L
1120,2025-01-11,Detroit Pistons,Toronto Raptors,Home,19:00,123,114,W
1121,2025-01-11,Memphis Grizzlies,Minnesota Timberwolves,Away,20:00,127,125,W
1122,2025-01-11,Miami Heat,Portland Trail Blazers,Away,22:00,119,98,W
1123,2025-01-11,Minnesota Timberwolves,Memphis Grizzlies,Home,20:00,125,127,L
1124,2025-01-11,Phoenix Suns,Utah Jazz,Home,17:00,114,106,W
1125,2025-01-11,Portland Trail Blazers,Miami Heat,Home,22:00,98,119,L
1126,2025-01-11,Toronto Raptors,Detroit Pistons,Away,19:00,114,123,L
1127,2025-01-11,Utah Jazz,Phoenix Suns,Away,17:00,106,114,L
1128,2025-01-12,Boston Celtics,New Orleans Pelicans,Home,18:00,120,119,W
1129,2025-01-12,Brooklyn Nets,Utah Jazz,Away,20:00,111,112,L
1130,2025-01-12,Charlotte Hornets,Phoenix Suns,Away,21:00,113,120,L
1131,2025-01-12,Chicago Bulls,Sacramento Kings,Home,15:30,119,124,L
1132,2025-01-12,Cleveland Cavaliers,Indiana Pacers,Home,18:00,93,108,L
1133,2025-01-12,Dallas Mavericks,Denver Nuggets,Home,15:00,101,112,L
1134,2025-01-12,Denver Nuggets,Dallas Mavericks,Away,15:00,112,101,W
1135,2025-01-12,Indiana Pacers,Cleveland Cavaliers,Away,18:00,108,93,W
1136,2025-01-12,Milwaukee Bucks,New York Knicks,Away,15:00,106,140,L
1137,2025-01-12,New Orleans Pelicans,Boston Celtics,Away,18:00,119,120,L
1138,2025-01-12,New York Knicks,Milwaukee Bucks,Home,15:00,140,106,W
1139,2025-01-12,Oklahoma City Thunder,Washington Wizards,Away,18:00,136,95,W
1140,2025-01-12,Orlando Magic,Philadelphia 76ers,Home,18:00,104,99,W
1141,2025-01-12,Philadelphia 76ers,Orlando Magic,Away,18:00,99,104,L
1142,2025-01-12,Phoenix Suns,Charlotte Hornets,Home,21:00,120,113,W
1143,2025-01-12,Sacramento Kings,Chicago Bulls,Away,15:30,124,119,W
1144,2025-01-12,Utah Jazz,Brooklyn Nets,Home,20:00,112,111,W
1145,2025-01-12,Washington Wizards,Oklahoma City Thunder,Home,18:00,95,136,L
1146,2025-01-13,Detroit Pistons,New York Knicks,Away,19:30,124,119,W
1147,2025-01-13,Golden State Warriors,Toronto Raptors,Away,19:30,101,104,L
1148,2025-01-13,Houston Rockets,Memphis Grizzlies,Home,20:00,120,118,W
1149,2025-01-13,Los Angeles Clippers,Miami Heat,Home,22:30,109,98,W
1150,2025-01-13,Los Angeles Lakers,San Antonio Spurs,Home,22:30,102,126,L
1151,2025-01-13,Memphis Grizzlies,Houston Rockets,Away,20:00,118,120,L
1152,2025-01-13,Miami Heat,Los Angeles Clippers,Away,22:30,98,109,L
1153,2025-01-13,Minnesota Timberwolves,Washington Wizards,Away,19:00,120,106,W
1154,2025-01-13,New York Knicks,Detroit Pistons,Home,19:30,119,124,L
1155,2025-01-13,San Antonio Spurs,Los Angeles Lakers,Away,22:30,126,102,W
1156,2025-01-13,Toronto Raptors,Golden State Warriors,Home,19:30,104,101,W
1157,2025-01-13,Washington Wizards,Minnesota Timberwolves,Home,19:00,106,120,L
1158,2025-01-14,Atlanta Hawks,Phoenix Suns,Home,19:30,122,117,W
1159,2025-01-14,Brooklyn Nets,Portland Trail Blazers,Away,22:00,132,114,W
1160,2025-01-14,Chicago Bulls,New Orleans Pelicans,Home,20:00,113,119,L
1161,2025-01-14,Cleveland Cavaliers,Indiana Pacers,Away,19:00,127,117,W
1162,2025-01-14,Dallas Mavericks,Denver Nuggets,Home,21:30,99,118,L
1163,2025-01-14,Denver Nuggets,Dallas Mavericks,Away,21:30,118,99,W
1164,2025-01-14,Indiana Pacers,Cleveland Cavaliers,Home,19:00,117,127,L
1165,2025-01-14,Milwaukee Bucks,Sacramento Kings,Home,20:00,130,115,W
1166,2025-01-14,New Orleans Pelicans,Chicago Bulls,Away,20:00,119,113,W
1167,2025-01-14,Oklahoma City Thunder,Philadelphia 76ers,Away,19:00,118,102,W
1168,2025-01-14,Philadelphia 76ers,Oklahoma City Thunder,Home,19:00,102,118,L
1169,2025-01-14,Phoenix Suns,Atlanta Hawks,Away,19:30,117,122,L
1170,2025-01-14,Portland Trail Blazers,Brooklyn Nets,Home,22:00,114,132,L
1171,2025-01-14,Sacramento Kings,Milwaukee Bucks,Away,20:00,115,130,L
1172,2025-01-15,Atlanta Hawks,Chicago Bulls,Away,20:00,110,94,W
1173,2025-01-15,Boston Celtics,Toronto Raptors,Away,19:30,97,110,L
1174,2025-01-15,Brooklyn Nets,Los Angeles Clippers,Away,22:30,67,126,L
1175,2025-01-15,Charlotte Hornets,Utah Jazz,Away,21:00,117,112,W
1176,2025-01-15,Chicago Bulls,Atlanta Hawks,Home,20:00,94,110,L
1177,2025-01-15,Dallas Mavericks,New Orleans Pelicans,Away,20:00,116,119,L
1178,2025-01-15,Denver Nuggets,Houston Rockets,Home,21:00,108,128,L
1179,2025-01-15,Golden State Warriors,Minnesota Timberwolves,Away,21:30,116,115,W
1180,2025-01-15,Houston Rockets,Denver Nuggets,Away,21:00,128,108,W
1181,2025-01-15,Los Angeles Clippers,Brooklyn Nets,Home,22:30,126,67,W
1182,2025-01-15,Los Angeles Lakers,Miami Heat,Home,22:00,117,108,W
1183,2025-01-15,Memphis Grizzlies,San Antonio Spurs,Away,20:00,129,115,W
1184,2025-01-15,Miami Heat,Los Angeles Lakers,Away,22:00,108,117,L
1185,2025-01-15,Milwaukee Bucks,Orlando Magic,Home,20:00,122,93,W
1186,2025-01-15,Minnesota Timberwolves,Golden State Warriors,Home,21:30,115,116,L
1187,2025-01-15,New Orleans Pelicans,Dallas Mavericks,Home,20:00,119,116,W
1188,2025-01-15,New York Knicks,Philadelphia 76ers,Away,19:00,125,119,W
1189,2025-01-15,Orlando Magic,Milwaukee Bucks,Away,20:00,93,122,L
1190,2025-01-15,Philadelphia 76ers,New York Knicks,Home,19:00,119,125,L
1191,2025-01-15,San Antonio Spurs,Memphis Grizzlies,Home,20:00,115,129,L
1192,2025-01-15,Toronto Raptors,Boston Celtics,Home,19:30,110,97,W
1193,2025-01-15,Utah Jazz,Charlotte Hornets,Home,21:00,112,117,L
1194,2025-01-16,Cleveland Cavaliers,Oklahoma City Thunder,Away,19:30,114,134,L
1195,2025-01-16,Detroit Pistons,Indiana Pacers,Home,19:00,100,111,L
1196,2025-01-16,Houston Rockets,Sacramento Kings,Away,22:00,127,132,L
1197,2025-01-16,Indiana Pacers,Detroit Pistons,Away,19:00,111,100,W
1198,2025-01-16,Los Angeles Clippers,Portland Trail Blazers,Away,22:00,118,89,W
1199,2025-01-16,Oklahoma City Thunder,Cleveland Cavaliers,Home,19:30,134,114,W
1200,2025-01-16,Phoenix Suns,Washington Wizards,Away,19:00,130,123,W
1201,2025-01-16,Portland Trail Blazers,Los Angeles Clippers,Home,22:00,89,118,L
1202,2025-01-16,Sacramento Kings,Houston Rockets,Home,22:00,132,127,W
1203,2025-01-16,Washington Wizards,Phoenix Suns,Home,19:00,123,130,L
1204,2025-01-17,Boston Celtics,Orlando Magic,Home,19:00,121,94,W
1205,2025-01-17,Brooklyn Nets,Los Angeles Lakers,Away,22:30,101,102,L
1206,2025-01-17,Charlotte Hornets,Chicago Bulls,Away,20:00,125,123,W
1207,2025-01-17,Chicago Bulls,Charlotte Hornets,Home,20:00,123,125,L
1208,2025-01-17,Dallas Mavericks,Oklahoma City Thunder,Home,20:30,106,98,W
1209,2025-01-17,Denver Nuggets,Miami Heat,Away,20:00,133,113,W
1210,2025-01-17,Los Angeles Lakers,Brooklyn Nets,Home,22:30,102,101,W
1211,2025-01-17,Memphis Grizzlies,San Antonio Spurs,Away,21:30,140,112,W
1212,2025-01-17,Miami Heat,Denver Nuggets,Home,20:00,113,133,L
1213,2025-01-17,Milwaukee Bucks,Toronto Raptors,Home,20:00,130,112,W
1214,2025-01-17,Minnesota Timberwolves,New York Knicks,Away,19:30,116,99,W
1215,2025-01-17,New Orleans Pelicans,Utah Jazz,Home,20:00,136,123,W
1216,2025-01-17,New York Knicks,Minnesota Timberwolves,Home,19:30,99,116,L
1217,2025-01-17,Oklahoma City Thunder,Dallas Mavericks,Away,20:30,98,106,L
1218,2025-01-17,Orlando Magic,Boston Celtics,Away,19:00,94,121,L
1219,2025-01-17,San Antonio Spurs,Memphis Grizzlies,Home,21:30,112,140,L
1220,2025-01-17,Toronto Raptors,Milwaukee Bucks,Away,20:00,112,130,L
1221,2025-01-17,Utah Jazz,New Orleans Pelicans,Away,20:00,123,136,L
1222,2025-01-18,Atlanta Hawks,Boston Celtics,Away,19:00,119,115,W
1223,2025-01-18,Boston Celtics,Atlanta Hawks,Home,19:00,115,119,L
1224,2025-01-18,Cleveland Cavaliers,Minnesota Timberwolves,Away,21:00,124,117,W
1225,2025-01-18,Detroit Pistons,Phoenix Suns,Home,16:00,121,125,L
1226,2025-01-18,Golden State Warriors,Washington Wizards,Home,20:30,122,114,W
1227,2025-01-18,Houston Rockets,Portland Trail Blazers,Away,22:00,125,103,W
1228,2025-01-18,Indiana Pacers,Philadelphia 76ers,Home,19:00,115,102,W
1229,2025-01-18,Minnesota Timberwolves,Cleveland Cavaliers,Home,21:00,117,124,L
1230,2025-01-18,Philadelphia 76ers,Indiana Pacers,Away,19:00,102,115,L
1231,2025-01-18,Phoenix Suns,Detroit Pistons,Away,16:00,125,121,W
1232,2025-01-18,Portland Trail Blazers,Houston Rockets,Home,22:00,103,125,L
1233,2025-01-18,Washington Wizards,Golden State Warriors,Away,20:30,114,122,L
1234,2025-01-19,Brooklyn Nets,Oklahoma City Thunder,Away,19:00,101,127,L
1235,2025-01-19,Chicago Bulls,Portland Trail Blazers,Away,21:00,102,113,L
1236,2025-01-19,Denver Nuggets,Orlando Magic,Away,18:00,113,100,W
1237,2025-01-19,Los Angeles Clippers,Los Angeles Lakers,Home,21:00,116,102,W
1238,2025-01-19,Los Angeles Lakers,Los Angeles Clippers,Away,21:00,102,116,L
1239,2025-01-19,Miami Heat,San Antonio Spurs,Home,15:00,128,107,W
1240,2025-01-19,Milwaukee Bucks,Philadelphia 76ers,Home,19:00,123,109,W
1241,2025-01-19,Oklahoma City Thunder,Brooklyn Nets,Home,19:00,127,101,W
1242,2025-01-19,Orlando Magic,Denver Nuggets,Home,18:00,100,113,L
1243,2025-01-19,Philadelphia 76ers,Milwaukee Bucks,Away,19:00,109,123,L
1244,2025-01-19,Portland Trail Blazers,Chicago Bulls,Home,21:00,113,102,W
1245,2025-01-19,Sacramento Kings,Washington Wizards,Home,21:00,123,100,W
1246,2025-01-19,San Antonio Spurs,Miami Heat,Away,15:00,107,128,L
1247,2025-01-19,Washington Wizards,Sacramento Kings,Away,21:00,100,123,L
1248,2025-01-20,Atlanta Hawks,New York Knicks,Away,15:00,110,119,L
1249,2025-01-20,Boston Celtics,Golden State Warriors,Away,17:00,125,85,W
1250,2025-01-20,Charlotte Hornets,Dallas Mavericks,Home,12:00,110,105,W
1251,2025-01-20,Chicago Bulls,Los Angeles Clippers,Away,22:30,112,99,W
1252,2025-01-20,Cleveland Cavaliers,Phoenix Suns,Home,15:30,118,92,W
1253,2025-01-20,Dallas Mavericks,Charlotte Hornets,Away,12:00,105,110,L
1254,2025-01-20,Detroit Pistons,Houston Rockets,Away,14:00,107,96,W
1255,2025-01-20,Golden State Warriors,Boston Celtics,Home,17:00,85,125,L
1256,2025-01-20,Houston Rockets,Detroit Pistons,Home,14:00,96,107,L
1257,2025-01-20,Los Angeles Clippers,Chicago Bulls,Home,22:30,99,112,L
1258,2025-01-20,Memphis Grizzlies,Minnesota Timberwolves,Home,14:30,108,106,W
1259,2025-01-20,Minnesota Timberwolves,Memphis Grizzlies,Away,14:30,106,108,L
1260,2025-01-20,New Orleans Pelicans,Utah Jazz,Home,20:00,123,119,W
1261,2025-01-20,New York Knicks,Atlanta Hawks,Home,15:00,119,110,W
1262,2025-01-20,Phoenix Suns,Cleveland Cavaliers,Away,15:30,92,118,L
1263,2025-01-20,Utah Jazz,New Orleans Pelicans,Away,20:00,119,123,L
1264,2025-01-21,Brooklyn Nets,New York Knicks,Home,19:30,95,99,L
1265,2025-01-21,Denver Nuggets,Philadelphia 76ers,Home,22:00,144,109,W
1266,2025-01-21,Los Angeles Lakers,Washington Wizards,Home,22:30,111,88,W
1267,2025-01-21,Miami Heat,Portland Trail Blazers,Home,19:30,107,116,L
1268,2025-01-21,New York Knicks,Brooklyn Nets,Away,19:30,99,95,W
1269,2025-01-21,Orlando Magic,Toronto Raptors,Away,19:30,93,109,L
1270,2025-01-21,Philadelphia 76ers,Denver Nuggets,Away,22:00,109,144,L
1271,2025-01-21,Portland Trail Blazers,Miami Heat,Away,19:30,116,107,W
1272,2025-01-21,Toronto Raptors,Orlando Magic,Home,19:30,109,93,W
1273,2025-01-21,Washington Wizards,Los Angeles Lakers,Away,22:30,88,111,L
1274,2025-01-22,Atlanta Hawks,Detroit Pistons,Home,19:30,104,114,L
1275,2025-01-22,Boston Celtics,Los Angeles Clippers,Away,22:30,117,113,W
1276,2025-01-22,Brooklyn Nets,Phoenix Suns,Home,19:30,84,108,L
1277,2025-01-22,Charlotte Hornets,Memphis Grizzlies,Away,20:00,120,132,L
1278,2025-01-22,Cleveland Cavaliers,Houston Rockets,Away,20:00,108,109,L
1279,2025-01-22,Dallas Mavericks,Minnesota Timberwolves,Home,19:30,114,115,L
1280,2025-01-22,Detroit Pistons,Atlanta Hawks,Away,19:30,114,104,W
1281,2025-01-22,Golden State Warriors,Sacramento Kings,Away,22:00,117,123,L
1282,2025-01-22,Houston Rockets,Cleveland Cavaliers,Home,20:00,109,108,W
1283,2025-01-22,Los Angeles Clippers,Boston Celtics,Home,22:30,113,117,L
1284,2025-01-22,Memphis Grizzlies,Charlotte Hornets,Home,20:00,132,120,W
1285,2025-01-22,Minnesota Timberwolves,Dallas Mavericks,Away,19:30,115,114,W
1286,2025-01-22,Oklahoma City Thunder,Utah Jazz,Home,20:00,123,114,W
1287,2025-01-22,Phoenix Suns,Brooklyn Nets,Away,19:30,108,84,W
1288,2025-01-22,Sacramento Kings,Golden State Warriors,Home,22:00,123,117,W
1289,2025-01-22,Utah Jazz,Oklahoma City Thunder,Away,20:00,114,123,L
1290,2025-01-23,Atlanta Hawks,Toronto Raptors,Home,19:30,119,122,L
1291,2025-01-23,Boston Celtics,Los Angeles Lakers,Away,22:00,96,117,L
1292,2025-01-23,Chicago Bulls,Golden State Warriors,Away,22:00,106,131,L
1293,2025-01-23,Dallas Mavericks,Oklahoma City Thunder,Away,20:00,121,115,W
1294,2025-01-23,Denver Nuggets,Sacramento Kings,Home,21:00,132,123,W
1295,2025-01-23,Golden State Warriors,Chicago Bulls,Home,22:00,131,106,W
1296,2025-01-23,Indiana Pacers,San Antonio Spurs,Home,14:00,110,140,L
1297,2025-01-23,Los Angeles Clippers,Washington Wizards,Home,22:30,110,93,W
1298,2025-01-23,Los Angeles Lakers,Boston Celtics,Home,22:00,117,96,W
1299,2025-01-23,Miami Heat,Milwaukee Bucks,Away,20:30,96,125,L
1300,2025-01-23,Milwaukee Bucks,Miami Heat,Home,20:30,125,96,W
1301,2025-01-23,Oklahoma City Thunder,Dallas Mavericks,Home,20:00,115,121,L
1302,2025-01-23,Orlando Magic,Portland Trail Blazers,Home,19:00,79,101,L
1303,2025-01-23,Portland Trail Blazers,Orlando Magic,Away,19:00,101,79,W
1304,2025-01-23,Sacramento Kings,Denver Nuggets,Away,21:00,123,132,L
1305,2025-01-23,San Antonio Spurs,Indiana Pacers,Away,14:00,140,110,W
1306,2025-01-23,Toronto Raptors,Atlanta Hawks,Away,19:30,122,119,W
1307,2025-01-23,Washington Wizards,Los Angeles Clippers,Away,22:30,93,110,L
1308,2025-01-24,Charlotte Hornets,Portland Trail Blazers,Home,19:00,97,102,L
1309,2025-01-24,Cleveland Cavaliers,Philadelphia 76ers,Away,19:00,129,132,L
1310,2025-01-24,Memphis Grizzlies,New Orleans Pelicans,Home,20:00,139,126,W
1311,2025-01-24,New Orleans Pelicans,Memphis Grizzlies,Away,20:00,126,139,L
1312,2025-01-24,Philadelphia 76ers,Cleveland Cavaliers,Home,19:00,132,129,W
1313,2025-01-24,Portland Trail Blazers,Charlotte Hornets,Away,19:00,102,97,W
1314,2025-01-25,Atlanta Hawks,Toronto Raptors,Home,19:30,94,117,L
1315,2025-01-25,Boston Celtics,Dallas Mavericks,Away,17:30,122,107,W
1316,2025-01-25,Brooklyn Nets,Miami Heat,Home,18:00,97,106,L
1317,2025-01-25,Charlotte Hornets,New Orleans Pelicans,Home,19:00,123,92,W
1318,2025-01-25,Chicago Bulls,Philadelphia 76ers,Home,20:00,97,109,L
1319,2025-01-25,Cleveland Cavaliers,Houston Rockets,Home,19:30,131,135,L
1320,2025-01-25,Dallas Mavericks,Boston Celtics,Home,17:30,107,122,L
1321,2025-01-25,Denver Nuggets,Minnesota Timberwolves,Away,15:00,104,133,L
1322,2025-01-25,Detroit Pistons,Orlando Magic,Away,19:00,113,121,L
1323,2025-01-25,Golden State Warriors,Los Angeles Lakers,Home,20:30,108,118,L
1324,2025-01-25,Houston Rockets,Cleveland Cavaliers,Away,19:30,135,131,W
1325,2025-01-25,Indiana Pacers,San Antonio Spurs,Away,12:00,136,98,W
1326,2025-01-25,Los Angeles Clippers,Milwaukee Bucks,Home,22:30,127,117,W
1327,2025-01-25,Los Angeles Lakers,Golden State Warriors,Away,20:30,118,108,W
1328,2025-01-25,Memphis Grizzlies,Utah Jazz,Home,20:00,125,103,W
1329,2025-01-25,Miami Heat,Brooklyn Nets,Away,18:00,106,97,W
1330,2025-01-25,Milwaukee Bucks,Los Angeles Clippers,Away,22:30,117,127,L
1331,2025-01-25,Minnesota Timberwolves,Denver Nuggets,Home,15:00,133,104,W
1332,2025-01-25,New Orleans Pelicans,Charlotte Hornets,Away,19:00,92,123,L
1333,2025-01-25,New York Knicks,Sacramento Kings,Home,19:30,143,120,W
1334,2025-01-25,Orlando Magic,Detroit Pistons,Home,19:00,121,113,W
1335,2025-01-25,Philadelphia 76ers,Chicago Bulls,Away,20:00,109,97,W
1336,2025-01-25,Phoenix Suns,Washington Wizards,Home,21:00,119,109,W
1337,2025-01-25,Sacramento Kings,New York Knicks,Away,19:30,120,143,L
1338,2025-01-25,San Antonio Spurs,Indiana Pacers,Home,12:00,98,136,L
1339,2025-01-25,Toronto Raptors,Atlanta Hawks,Away,19:30,117,94,W
1340,2025-01-25,Utah Jazz,Memphis Grizzlies,Away,20:00,103,125,L
1341,2025-01-25,Washington Wizards,Phoenix Suns,Away,21:00,109,119,L
1342,2025-01-26,Oklahoma City Thunder,Portland Trail Blazers,Away,18:00,118,108,W
1343,2025-01-26,Portland Trail Blazers,Oklahoma City Thunder,Home,18:00,108,118,L
